,pmid,aff,country
1787,29950410,"""Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing, China.""",China
1788,29950410,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences (CAS), Beijing, China.""",China
1789,29950410,"""NHC Key Laboratory of Medical Virology and Viral Diseases, National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing, China.""",China
1790,21645925,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China.""",China
1791,21943705,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China.""",China
1792,15537658,"""Institut f\xc3\xbcr Chemie/Kristallographie, Freie Universit\xc3\xa4t Berlin, 14195 Berlin, Germany, Cellectis, 93235 Romainville, France.""",France
1793,25028510,"""Research Network of Immunity and Health, Beijing Institute of Life Science, Chinese Academy of Sciences, Beijing 100101, China, CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China.""",China
1794,25028510,"""Bioorganic Research Institute, Suntory Foundation for Life Sciences, Osaka 618-8503, Japan sugase@sunbor.or.jp.""",Japan
1795,25028510,"""From the Department of Medical Genome Sciences, Graduate School of Frontier Sciences, The University of Tokyo, Tokyo 277-8562, Japan, Department of Bioengineering, Graduate School of Engineering, The University of Tokyo, Tokyo 108-8693, Japan, Medical Proteomics Laboratory, Institute of Medical Science, The University of Tokyo, Tokyo 108-8693, Japan, and tsumoto@k.u-tokyo.ac.jp.""",Japan
1796,25028510,"""From the Department of Medical Genome Sciences, Graduate School of Frontier Sciences, The University of Tokyo, Tokyo 277-8562, Japan.""",Japan
1797,25028510,"""Center for AIDS Research, Kumamoto University, Kumamoto 860-0811, Japan, International Research Center for Medical Sciences (IRCMS), Kumamoto University, Kumamoto 860-0811, Japan.""",Japan
1798,27254288,"""2nd Chair of Rheumatology, Department of Medical Sciences, University of Cagliari, Cagliari, Italy.""",Italy
1799,27254288,"""Department of Biology and Biotechnology &quot;C. Darwin&quot;, Sapienza University, Rome, Italy.""",Italy
1800,30242172,"""Department of Epidemiology, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India.""",India
1801,30242172,"""Biotechnology Laboratory, ICAR-Central Inland Fisheries Research Institute, Barrackpore, Kolkata, 700120, West Bengal, India.""",India
1802,30242172,"""BioMedical Informatics Centre, ICMR-Regional Medical Research Centre, Bhubaneswar, 751023, Odisha, India.""",India
1803,30242172,"""Department of Microbiology, All India Institute of Medical Sciences, Patna, 801507, Bihar, India.""",India
1804,30242172,"""Department of Immunology, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India.""",India
1805,30242172,"""BioMedical Informatics Division, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India.""",India
1806,30242172,"""Department of Clinical Biochemistry, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India.""",India
1807,30242172,"""Department of Clinical Medicine, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India.""",India
1808,30242172,"""Department of Molecular Parasitology, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India. drpradeep.das@gmail.com.""",India
1809,27869121,"""German Cancer Consortium of Translational Cancer Research (DKTK) and German Cancer Research Center (DKFZ), Heidelberg 69120, Germany.""",Germany
1810,27869121,"""Institute of Pathology, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich 81675, Germany.""",Germany
1811,27869121,"""Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Am Klopferspitz 18, Martinsried 82152, Germany.""",Germany
1812,27869121,"""IIIrd Medical Department, Klinikum rechts der Isar, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich 81675, Germany.""",Germany
1813,27869121,"""Institute for Medical Microbiology, Immunology and Hygiene, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Trogerstr. 30, Munich 81675, Germany.""",Germany
1814,27869121,"""Surgery Department, Klinikum rechts der Isar, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich, 81675, Germany.""",Germany
1815,27869121,"""IInd Medical Department, Klinikum rechts der Isar, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich 81675, Germany.""",Germany
1816,27869121,"""Dermatology Department, Klinikum rechts der Isar, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Biedersteiner Str 29, Munich 80802, Germany.""",Germany
1817,27869121,"""MRI-TUM-Biobank at the Institute of Pathology, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich 81675, Germany.""",Germany
1818,30128813,"""Institute for Transfusion Medicine, Hannover Medical School, Hannover, Germany. bade-doeding.christina@mh-hannover.de.""",Germany
1819,30128813,"""Institute for Transfusion Medicine, Hannover Medical School, Hannover, Germany.""",Germany
1820,30224695,"""Harper Cancer Research Institute, University of Notre Dame, Notre Dame, IN, USA.""",United States
1821,30224695,"""Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, CA, USA.""",United States
1822,30224695,"""Harper Cancer Research Institute, University of Notre Dame, Notre Dame, IN, USA. brian-baker@nd.edu.""",United States
1823,30224695,"""Department of Molecular and Cellular Biochemistry, University of Kentucky, Lexington, KY, USA.""",United States
1824,30224695,"""Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, USA.""",United States
1825,30224695,"""Department of Surgery, Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, IL, USA.""",United States
1826,30224695,"""Department of Structural Biology, Stanford University School of Medicine, Stanford, CA, USA.""",United States
1827,30224695,"""Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, USA. brian-baker@nd.edu.""",United States
1828,30302345,"""Institute for Laboratory and Transfusion Medicine, Heart and Diabetes Center North Rhine-Westphalia, Ruhr University Bochum, Georgstra\xc3\x9fe 11, 32545 Bad Oeynhausen, Germany.""",Germany
1829,30302345,"""Institute for Transfusion Medicine, Hannover Medical School, Carl-Neuberg-Str. 1, 30625 Hannover, Germany.""",Germany
1830,30302345,"""Department of Cellular Logistics, Max Planck Institute for Biophysical Chemistry, Am Fassberg 11, 37077 G\xc3\xb6ttingen, Germany.""",Germany
1831,30192525,"""Human Health Therapeutics Research Centre , National Research Council Canada , 100 Sussex Drive , Ottawa , Ontario , Canada , K1A 0R6.""",Canada
1832,30192525,"""Information and Communications Technologies , National Research Council Canada , 1200 Montreal Road , Ottawa , Ontario , Canada , K1A 0R6.""",Canada
1833,22706990,"""Institute for Transfusion Medicine, Hannover Medical School, Carl-Neuberg-Str. 1, 30625 Hannover, Germany.""",Germany
1834,10513815,"""Consejo Superior de Investigaciones Cient\xc3\xadficas, Madrid, Spain.""",Spain
1835,8155602,"""Department of Tumor Biology, University of Tokyo, Japan.""",Japan
1836,16216671,"""Department of Pathobiology and Diagnostic Investigation, Michigan State University, East Lansing, MI, USA.""",United States
1837,1546328,"""Department of Chemistry, University of Virginia, Charlottesville 22903.""",United States
1838,30365927,"""Cancer Immunology and Immunotherapy Centre, Institute of Immunology and Immunotherapy, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK; School of Natural and Social Science, University of Gloucestershire, Cheltenham, GL50 4AZ, UK.""",United Kingdom
1839,30365927,"""Cancer Immunology and Immunotherapy Centre, Institute of Immunology and Immunotherapy, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK. Electronic address: b.willcox@bham.ac.uk.""",United Kingdom
1840,30365927,"""Cancer Immunology and Immunotherapy Centre, Institute of Immunology and Immunotherapy, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK.""",United Kingdom
1841,30341185,"""NHC Key Laboratory of Medical Virology and Viral Diseases, National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing 102206, China.""",China
1842,30341185,"""School of Laboratory Medicine and Life Sciences, Wenzhou Medical University, Wenzhou 325035, China.""",China
1843,30341185,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China.""",China
1844,30341185,"""Department of Veterinary Medicine, University of Cambridge, Cambridge CB2 1QP, United Kingdom; and.""",United Kingdom
1845,30341185,"""College of Veterinary Medicine, China Agricultural University, Beijing 100193, China.""",China
1846,30341185,"""State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin 150001, China.""",China
1847,30341185,"""Department of Pathology, University of Cambridge, Cambridge CB2 1QP, United Kingdom; liujun@ivdc.chinacdc.cn gaof@im.ac.cn jfk31@cam.ac.uk.""",China
1848,30341185,"""China Research Network of Immunity and Health, Beijing Institutes of Life Science Chinese Academy of Sciences, Beijing 100101, China.""",China
1849,30341185,"""School of Laboratory Medicine and Life Sciences, Wenzhou Medical University, Wenzhou 325035, China; liujun@ivdc.chinacdc.cn gaof@im.ac.cn jfk31@cam.ac.uk.""",China
1850,30341185,"""Key Laboratory of Veterinary Bioproduction and Chemical Medicine of the Ministry of Agriculture, Engineering and Technology Research Center for Beijing Veterinary Peptide Vaccine Design and Preparation, Zhongmu Institutes of China Animal Husbandry Industry Co. Ltd., Beijing 100095, China.""",China
1851,8265661,"""Max-Planck-Institut f\xc3\xbcr Biologie, Abteilung Immungenetik, T\xc3\xbcbingen, Germany.""",Germany
1852,12750860,"""Department of Biology, Technion, Israel Institute of Technology, 32000, Haifa , Israel.""",Israel
1853,12750860,"""Department of Biology, Technion, Israel Institute of Technology, 32000, Haifa , Israel. admon@tx.technion.ac.il.""",Israel
1854,12750860,"""IBM Research Laboratory, Haifa, Israel.""",Israel
1855,14978097,"""Department of Microbiology and Immunology, University of Oklahoma Health Sciences Center, Oklahoma City, OK 73104, USA.""",United States
1856,27514473,"""Department of Microbiology and Immunology, University of Illinois at Chicago, College of Medicine, Chicago, IL 60612 USA.""",Israel
1857,27514473,"""INSERM, Unit\xc3\xa9 1151; CNRS, Unit\xc3\xa9 8352; Universit\xc3\xa9 Paris Descartes, 75015 Paris, France.""",France
1858,29908955,"""Institute for Organ Transplantation, The 309th Hospital of Chinese PLA, Beijing 100091, PR China.""",China
1859,29908955,"""Army Tuberculosis Prevention and Control Key Laboratory, Beijng Key Laboratory of New Techniques of Tuberculosis Diagnosis and Treatment, Institute for Tuberculosis Research, The 309th Hospital of Chinese PLA, Beijing 100091, PR China.""",China
1860,29908955,"""Army Tuberculosis Prevention and Control Key Laboratory, Beijng Key Laboratory of New Techniques of Tuberculosis Diagnosis and Treatment, Institute for Tuberculosis Research, The 309th Hospital of Chinese PLA, Beijing 100091, PR China. Electronic address: wu-xueqiong@263.net.""",China
1861,30410026,"""Calico Life Sciences LLC, South San Francisco, 94080, CA, USA.""",United States
1862,30410026,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, VIC, 3800, Australia. julian.vivian@monash.edu.""",Australia
1863,30410026,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Monash Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia. anthony.purcell@monash.edu.""",Australia
1864,30410026,"""Institute for Molecular Engineering and Department of Biochemistry &amp; Molecular Biology, University of Chicago, Chicago, 60637, IL, USA.""",United States
1865,30410026,"""Institute of Infection and Immunity, Cardiff University School of Medicine, Heath Park, Cardiff, CF14 4XN, UK.""",United Kingdom
1866,30410026,"""Departments of Structural Biology and Microbiology &amp; Immunology, School of Medicine, Stanford University, Stanford, 94305, CA, USA.""",United States
1867,30410026,"""Department of Genetics, School of Medicine, Stanford University, Stanford, 94305, CA, USA.""",United States
1868,30410026,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Monash Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia. julian.vivian@monash.edu.""",Australia
1869,30410026,"""Department of Microbiology and Immunology, Peter Doherty Institute for Infection and Immunity, University of Melbourne, Parkville, VIC, 3010, Australia.""",Australia
1870,30410026,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, VIC, 3800, Australia.""",Australia
1871,30410026,"""Department of Molecular and Cellular Physiology, School of Medicine, Stanford University, Stanford, 94305, CA, USA.""",United States
1872,30410026,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Monash Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia.""",Australia
