,type,affiliation
1863,private,"""Marie-Jos\xc3\xa9e and Henry R. Kravis Center for Molecular Oncology, Memorial Sloan Kettering Cancer Center, New York, NY, USA."""
1864,private,"""Human Oncology and Pathogenesis Program (HOPP), Immuno-Oncology Service, Memorial Sloan Kettering Cancer Center, New York, NY, USA."""
1865,university,"""Departments of Biology and Computer Science, Humboldt-Universit\xc3\xa4t zu Berlin, Unter den Linden 6, 10099, Berlin, Germany."""
1866,institute,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, PR China. Electronic address: tienpo@sun.im.ac.cn."""
1867,university,"""Department of Surgery, Immunogenetics and Transplantation Laboratory, University of California, San Francisco, San Francisco, CA."""
1868,university,"""Swammerdam Institute for Life Sciences University of Amsterdam Amsterdam The Netherlands."""
1869,university,"""Department of Biochemistry and Molecular Biology, Harvard University, Cambridge, MA 02138."""
1870,hospital,"""Department of Pathology, Southwest Hospital, Third Military Medical University, Chongqing 400038, China."""
1871,private,"""Equipe Labellis\xc3\xa9e par la Fondation pour la Recherche M\xc3\xa9dicale, FRM."""
1872,university,"""1Jenner Institute, University of Oxford, Oxford, OX3 7DQ UK."""
1873,private,"""Avidex Limited, Abingdon, Oxon, OX14 4RX, UK."""
1874,institute,"""State Key Laboratory of Cell Biology, Shanghai Key Laboratory of Molecular Andrology, Shanghai Institute of Biochemistry and Cell Biology, CAS Center for Excellence in Molecular Cell Science, Chinese Academy of Sciences, Shanghai, 200031, China."""
1875,university,"""Biotechnology Institute Thurgau (BITg) at the University of Konstanz, Kreuzlingen, Switzerland."""
1876,university,"""Rheumatology Division, Department of Medicine, Washington University School of Medicine, St Louis, MO, USA."""
1877,university,"""Institute for infection and immunity, St George&#x27;s, University of London, London, UK."""
1878,university,"""Institute of Molecular Oncology and Functional Genomics, TUM School of Medicine, Klinikum rechts der Isar der Technischen Universit\xc3\xa4t M\xc3\xbcnchen, M\xc3\xbcnchen, Germany."""
1879,university,"""2Department of Science and Technology, Universita&#x27; degli Studi del Sannio, 82100 Benevento, Italy."""
1880,university,"""Department of Medical Genetics, The Second Military Medical University, Shanghai, People&#x27;s Republic of China."""
1881,university,"""Menzies School of Health Research, Darwin, Australia."""
1882,university,"""Institut f\xc3\xbcr Immungenetik, Charit\xc3\xa9, Humboldt-Universit\xc3\xa4t zu Berlin, Spandauer Damm 130, 14050 Berlin, Germany."""
1883,university,"""Department of Bio and Health Informatics, Technical University of Denmark, Lyngby, Denmark."""
1884,hospital,"""Institute of Liver Studies, King&#x27;s College London School of Medicine at King&#x27;s College Hospital, Denmark Hill, London, UK."""
1885,hospital,"""Victorian Infectious Diseases Service, The Royal Melbourne Hospital, at the Peter Doherty Institute for Infection and Immunity, Parkville, VIC, 3050, Australia."""
1886,university,"""Departments of Pediatrics, Medicine and Pathology, University of Colorado Anschutz Medical Campus, Aurora, Colorado, United States of America."""
1887,university,"""Department of Oncology UNIL CHUV, Ludwig Institute for Cancer Research, University of Lausanne, 1005, Lausanne, Switzerland."""
1888,hospital,"""Department of Infectious Diseases, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China."""
1889,private,"""BCN Peptides SA, Barcelona, Spain."""
1890,university,"""Faculty of Medicine, The University of Queensland, Herston, QLD, 4006, Australia."""
1891,institute,"""Division of Molecular Oncology and Immunology, Netherlands Cancer Institute, 1066 CX Amsterdam, the Netherlands."""
1892,hospital,"""National Institute for Health Research, Biomedical Research Centre at Guy&#x27;s and St. Thomas&#x27; Hospital Foundation Trust and King&#x27;s College London, London, U.K."""
1893,university,"""Center for Systems Medicine, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China wap@ism.cams.cn gaof@im.ac.cn liujun@ivdc.chinacdc.cn."""
1894,university,"""Department of Pathology, Sapporo Medical University, Sapporo, Japan. kanaseki@sapmed.ac.jp."""
1895,private,"""EpiVax Inc., Providence, RI, United States."""
1896,university,"""Department of Medical Sciences, University of Turin, Turin, Italy."""
1897,university,"""Department of Biochemistry and Molecular Biology, Pharmaceutical Sciences, and Morphology and Embryology, University of Ferrara, Ferrara, Italy."""
1898,university,"""Department of Medical Oncology and Cancer Biology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA 02215, USA."""
1899,institute,"""\xc2\xa7Faculty of Biology, Technion-Israel Institute of Technology, Haifa 32000, Israel."""
1900,university,"""NMI Natural and Medical Sciences Institute at the University of T\xc3\xbcbingen, Markwiesenstrasse 55, 72770 Reutlingen, Germany."""
1901,university,"""State Key Laboratory of Quality Research in Chinese Medicine, Institute of Chinese Medical Sciences, University of Macau, Macau, Macau SAR, China."""
1902,institute,"""Division of Medical Oncology, Institut National de la Sant\xc3\xa9 et de la Recherche M\xc3\xa9dicale Unit\xc3\xa9 d&#x27;Immunit\xc3\xa9 Cellulaire Antivirale, Institut Pasteur, Paris, France. francini@unisi.it"""
1903,university,"""From the Department of Microbiology and Immunology, University of Melbourne at the Peter Doherty Institute for Infection and Immunity, Parkville, Victoria 3010, Australia."""
1904,university,"""Department of Neurological Surgery, University of California, San Francisco, San Francisco, CA hideho.okada@ucsf.edu."""
1905,institute,"""Unit\xc3\xa9 d&#x27;Immunit\xc3\xa9 Cellulaire Antivirale, D\xc3\xa9partement d&#x27;Immunologie, Institut Pasteur, France."""
1906,university,"""Department of Pharmaceutical Analysis and Analytical Chemistry, College of Pharmacy, Third Military Medical University, Chongqing 400038, China. Electronic address: zhangmengjunyy@126.com."""
1907,hospital,"""Children&#x27;s Hospital, Pediatric Hematology, Oncology and Stem Cell Transplantation, University of W\xc3\xbcrzburg, W\xc3\xbcrzburg, Germany."""
1908,private,"""Facility for Biotechnology Resources, Center for Biologics Evaluation and Research, Food and Drug Administration, Silver Spring, MD, United States."""
1909,university,"""The Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, CA, USA. kcgarcia@stanford.edu."""
1910,university,"""Department of Microbiology and Immunology, Institute of Geriatric Immunology, School of Medicine, Jinan University, Guangzhou, China."""
1911,hospital,"""Nuffield Department of Clinical Medicine, John Radcliffe Hospital, Oxford, United Kingdom. l.barber@rfc.ucl.ac.uk"""
1912,private,"""Proteomics Unit, Spanish National Biotechnology Centre, Madrid, Spain."""
1913,hospital,"""Pierre et Marie Curie Paris 6 University, Sorbonne Paris Cit\xc3\xa9, D\xc3\xa9partement Hospitalo-Universitaire FAST, CR7, Centre d&#x27;Immunologie et des Maladies Infectieuses (CIMI-Paris), Paris, France."""
1914,university,"""Department of Tumour Biology, Institute of Medical Science, University of Tokyo, Japan."""
1915,hospital,"""\xc2\xb6Guangdong Key Laboratory for emerging infectious diseases, Shenzhen Key Laboratory of Infection and Immunity, Shenzhen Third People&#x27;s Hospital, Guangdong Medical College, Shenzhen, 518020, China;"""
1916,university,"""Department of Microbiology and Immunology, Shanghai Institute of Immunology, Shanghai Jiao Tong University School of Medicine, Shanghai, China."""
1917,university,"""Ludwig Center, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA."""
1918,university,"""Department of Microbiology, National University of Singapore, Singapore Immunology Programme, National University of Singapore, Singapore."""
1919,hospital,"""Institute of Virology, University Hospital, University of Duisburg-Essen, Essen, Germany."""
1920,university,"""Society of Fellows, Harvard University, Cambridge, MA, USA."""
1921,university,"""Department of Medical Microbiology, Xiangya School of Medicine, Central South University, Changsha, China."""
1922,university,"""Institute of Biochemistry, Biocenter, Goethe University Frankfurt, Max-von-Laue-Strasse 9, D-60438 Frankfurt/Main, Germany."""
1923,institute,"""Suzhou Institute of Systems Medicine, Suzhou, China."""
1924,institute,"""Swiss Institute of Bioinformatics, Basel, 4053, Basel, Switzerland. frederik.otzen.bagger@regionh.dk."""
1925,university,"""Department of Microbiology and Immunology , Dalhousie University , Halifax , Nova Scotia B3H 4R2 , Canada."""
1926,hospital,"""Chris O&#x27;Brien Lifehouse Cancer Centre, Royal Prince Alfred Hospital, Camperdown, New South Wales, Australia."""
1927,hospital,"""Division of Infectious Diseases and Hospitalist Program, Department of Medicine, School of Medicine, University of California Irvine, Irvine, CA."""
1928,hospital,"""Department of Oncology, Lausanne University Hospital (CHUV), Lausanne, Switzerland. Electronic address: silvia.fuertes@chuv.ch."""
1929,university,"""John van Geest Cancer Research Centre, Nottingham Trent University, Nottingham NG11 8NS, UK."""
1930,institute,"""Division of Vaccine Discovery, La Jolla Institute for Allergy and Immunology, La Jolla, California 92037."""
1931,university,"""Dipartimento di Biochimica e Biologia Molecolare, Universit\xc3\xa0 di Ferrara, Ferrara, Italy."""
1932,university,"""Department of Biomolecular Engineering, University of California, Santa Cruz, Santa Cruz, CA, United States."""
1933,university,"""Division of Structural Biology, Wellcome Centre for Human Genetics, Roosevelt Drive, University of Oxford, Oxford, OX3 7BN, UK."""
1934,university,"""Department of Medicine, University of California, San Diego, San Diego, CA 92122."""
1935,university,"""Department of Immunohematology and Blood Bank, Leiden University Medical Center, The Netherlands."""
1936,university,"""Division of Immunology, Department of Biology, University of Konstanz, Konstanz, Germany."""
1937,university,"""Department of Medicine II, University of Freiburg, Freiburg, Germany; Faculty of Biology, University of Freiburg, Freiburg, Germany."""
1938,university,"""Department of Respiratory Medicine and Allergology, Sapporo Medical University, Sapporo, Hokkaido, Japan."""
1939,university,"""School of Chinese Medicine, Li Ka Shing (LKS) Faculty of Medicine, the University of Hong Kong, Hong Kong, Hong Kong SAR, China."""
1940,institute,"""Institute of Medical Microbiology, Immunology and Hygiene, Munich, Germany."""
1941,university,"""Department of Urology, Emory University School of Medicine, Atlanta, GA, USA."""
1942,university,"""Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, CA."""
1943,university,"""Monash Centre for Data Science, Faculty of Information Technology, Monash University, Melbourne, Victoria 3800, Australia."""
1944,university,"""Department of Diabetes Immunology, Diabetes &amp;Metabolism Research Institute at the Beckman Diabetes Research Institute, City of Hope, Duarte, California, USA."""
1945,institute,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences (CAS), Beijing, China wap@ism.cams.cn gaof@im.ac.cn liujun@ivdc.chinacdc.cn."""
1946,university,"""Department of Microbiology, University of Virginia, Charlottesville 22908, USA."""
1947,university,"""Department of Paediatric Haematology and Oncology, Hannover Medical School, Carl-Neuberg-Strasse 1, 30625, Hannover, Germany."""
1948,university,"""Division of Medical Oncology, Department of Medicine, University of Washington, Seattle, WA, USA."""
1949,institute,"""Laboratoire d&#x27;Immunog\xc3\xa9n\xc3\xa9tique Humaine, INSERM U 396, Institut Biom\xc3\xa9dical des Cordeliers, Paris, France."""
1950,university,"""Division of Infectious Diseases, Advanced Clinical Research Center, the Institute of Medical Science, the University of Tokyo. 4-6-1 Shirokanedai, Minato-ku, Tokyo 108-8639, Japan."""
1951,university,"""Research Center for Zoonosis Control, Hokkaido University, Sapporo, Japan."""
1952,hospital,"""Division of Clinical Virology, Karolinska Institutet at Karolinska University Hospital Huddinge, S-141 86, Stockholm, Sweden."""
1953,private,"""Centre R\xc3\xa9gional de Transfusion Sanguine, Nantes."""
1954,university,"""Laboratory of Organic Chemistry, Department of Chemistry, National and Kapodistrian University of Athens, Athens, Greece."""
1955,university,"""Department of Chemical &amp;Systems Biology, Stanford University, Stanford, California 94305, USA."""
1956,university,"""Department of Molecular Biology &amp; Biochemistry, University of California, Irvine, School of Medicine, Irvine, California, USA."""
1957,private,"""German Cancer Consortium (DKTK), DKFZ Partner Site, T\xc3\xbcbingen, Germany."""
